,eid,dataset
2017,500003442,validation
2018,500003444,validation
2019,500003456,validation
2020,500003459,validation
2021,500003463,validation
2022,500003467,validation
2023,500003475,validation
2024,500003485,validation
2025,500003486,validation
2026,500003489,validation
2027,500003490,validation
2028,500003494,validation
2029,500003508,validation
2030,500003517,validation
2031,500003533,validation
2032,500003535,validation
2033,500003550,validation
2034,500003551,validation
2035,500003554,validation
2036,500003573,validation
2037,500003575,validation
2038,500003579,validation
2039,500003583,validation
2040,500003586,validation
2041,500003587,validation
2042,500003608,validation
2043,500003612,validation
2044,500003616,validation
2045,500003617,validation
2046,500003618,validation
2047,500003634,validation
2048,500003635,validation
2049,500003639,validation
2050,500003648,validation
2051,500003663,validation
2052,500003665,validation
2053,500003679,validation
2054,500003683,validation
2055,500003689,validation
2056,500003695,validation
2057,500003706,validation
2058,500003761,validation
2059,500003767,validation
2060,500003825,validation
2061,500003843,validation
2062,500003852,validation
2063,500003875,validation
2064,500003876,validation
2065,500003883,validation
2066,500003886,validation
2067,500003891,validation
2068,500003904,validation
2069,500003916,validation
2070,500003917,validation
2071,500003929,validation
2072,500003942,validation
2073,500003945,validation
2074,500003948,validation
2075,500003949,validation
2076,500003951,validation
2077,500003955,validation
2078,500003956,validation
2079,500003965,validation
2080,500003970,validation
2081,500003973,validation
2082,500003984,validation
2083,500003985,validation
2084,500003997,validation
2085,500003999,validation
2086,500004001,validation
2087,500004017,validation
2088,500004023,validation
2089,500004026,validation
2090,500004032,validation
2091,500004033,validation
2092,500004052,validation
2093,500004073,validation
2094,500006053,validation
2095,500010746,validation
2096,500012316,validation
2097,500012326,validation
2098,500012359,validation
2099,500012365,validation
2100,500012385,validation
2101,500012415,validation
2102,500012437,validation
2103,500012440,validation
2104,500012452,validation
2105,500012467,validation
2106,500012495,validation
2107,500012511,validation
2108,500012522,validation
2109,500012523,validation
2110,500012551,validation
2111,500012557,validation
2112,500012566,validation
2113,500012581,validation
2114,500012628,validation
2115,500012630,validation
2116,500012636,validation
2117,500012657,validation
2118,500012687,validation
2119,500012706,validation
2120,500012801,validation
2121,500012842,validation
2122,500012860,validation
2123,500013041,validation
2124,500013065,validation
0,100025931,training
1,100026381,training
2,100027750,training
3,100027864,training
4,100030198,training
5,100032453,training
6,100035306,training
7,100035901,training
8,100036160,training
9,100036531,training
10,100037777,training
11,100037965,training
12,100038220,training
13,100038344,training
14,100038576,training
15,100038631,training
16,100039017,training
17,100040195,training
18,100040452,training
19,100040490,training
20,100040677,training
21,100040678,training
22,100040841,training
23,100040871,training
24,100041033,training
25,100041915,training
26,100042201,training
27,100042568,training
28,100042701,training
29,100042907,training
30,100042922,training
31,100043289,training
32,100043522,training
33,100043626,training
34,100043827,training
35,100044547,training
36,100044565,training
37,100044588,training
38,100044853,training
39,100044887,training
40,100044960,training
41,100044971,training
42,100045257,training
43,100045259,training
44,100045308,training
45,100045958,training
46,100046159,training
47,100046425,training
48,100046458,training
49,100046594,training
50,100046801,training
51,100046956,training
52,100047108,training
53,100047366,training
54,100047688,training
55,100047977,training
56,100049235,training
57,100049286,training
58,100049929,training
59,100050084,training
60,100050457,training
61,100050672,training
62,100050828,training
63,100050921,training
64,100051035,training
65,100051507,training
66,100053203,training
67,100054101,training
68,100054415,training
69,100054489,training
70,100054915,training
71,100055003,training
72,100055332,training
73,100055784,training
74,100056480,training
75,100056653,training
76,100056985,training
77,100057041,training
78,100057209,training
79,100058423,training
80,100058472,training
81,100061398,training
82,100061805,training
83,100062401,training
84,100063639,training
85,100064555,training
86,100064800,training
87,100065514,training
88,500003650,training
89,500003651,training
90,500003652,training
91,500003653,training
92,500003656,training
93,500003667,training
94,500003668,training
95,500003669,training
96,500003700,training
97,500003710,training
98,500003712,training
99,500003713,training
100,500003714,training
101,500003715,training
102,500003716,training
103,500003720,training
104,500003721,training
105,500003723,training
106,500003724,training
107,500003725,training
108,500003727,training
109,500003728,training
110,500003737,training
111,500003739,training
112,500003741,training
113,500003743,training
114,500003745,training
115,500003749,training
116,500003750,training
117,500003751,training
118,500003752,training
119,500003753,training
120,500003754,training
121,500003757,training
122,500003758,training
123,500003776,training
124,500003810,training
125,500003824,training
126,500003829,training
127,500003831,training
128,500003862,training
129,500003873,training
130,500003890,training
131,500003937,training
132,500012488,training
133,500012785,training
134,500012786,training
135,100036598,training
136,100000010,training
137,100000012,training
138,100000021,training
139,100000022,training
140,100000023,training
141,100000024,training
142,100000030,training
143,100000033,training
144,100000034,training
145,100000037,training
146,100000038,training
147,100000039,training
148,100000042,training
149,100000047,training
150,100000051,training
151,100000053,training
152,100000055,training
153,100000061,training
154,100000062,training
155,100000066,training
156,100000071,training
157,100000072,training
158,100000076,training
159,100000078,training
160,100000081,training
161,100000082,training
162,100000084,training
163,100000089,training
164,100000090,training
165,100000092,training
166,100000095,training
167,100000098,training
168,100000101,training
169,100000103,training
170,100000108,training
171,100000111,training
172,100000118,training
173,100000122,training
174,100000123,training
175,100000126,training
176,100000129,training
177,100000134,training
178,100000136,training
179,100000137,training
180,100000142,training
181,100000143,training
182,100000148,training
183,100000151,training
184,100000152,training
185,100000155,training
186,100000157,training
187,100000161,training
188,100000162,training
189,100000166,training
190,100000171,training
191,100000175,training
192,100000177,training
193,100000178,training
194,100000179,training
195,100000180,training
196,100000182,training
197,100000185,training
198,100000186,training
199,100000188,training
200,100000189,training
201,100000190,training
202,100000193,training
203,100000197,training
204,100000198,training
205,100000199,training
206,100000202,training
207,100000206,training
208,100000210,training
209,100000211,training
210,100000212,training
211,100000214,training
212,100000215,training
213,100000216,training
214,100000217,training
215,100000220,training
216,100000222,training
217,100000225,training
218,100000228,training
219,100000229,training
220,100000234,training
221,100000238,training
222,100000239,training
223,100000242,training
224,100000245,training
225,100000248,training
226,100000250,training
227,100000251,training
228,100000252,training
